,atp,location,tournament,date,series,court,surface,round,winner,loser,wrank,lrank,wpts,lpts,wsets,lsets,b365w,b365l,avgw,avgl,total_games,sumw,suml,totg_avg
16302,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Coric B.,Haider Maurer A.,60.0,56.0,796.0,863.0,2.0,0.0,1.4,2.75,1.44,2.72,20.0,12.0,8.0,23.26
16303,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Dolgopolov O.,Dancevic F.,41.0,166.0,1075.0,306.0,2.0,0.0,1.14,5.5,1.16,5.0,20.0,13.0,7.0,24.87
16304,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Berrer M.,Estrella Burgos V.,161.0,57.0,317.0,855.0,2.0,1.0,1.83,1.83,1.85,1.91,31.0,17.0,14.0,23.44
16305,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Young D.,Carreno Busta P.,47.0,55.0,929.0,866.0,2.0,0.0,1.36,3.0,1.37,2.98,19.0,12.0,7.0,23.06
16306,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Klizan M.,Andujar P.,42.0,66.0,1060.0,760.0,2.0,0.0,1.53,2.37,1.59,2.31,22.0,13.0,9.0,22.08
16307,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Stakhovsky S.,Querrey S.,50.0,43.0,919.0,1055.0,2.0,1.0,2.2,1.61,2.21,1.63,26.0,14.0,12.0,24.66
16308,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Sijsling I.,Krajinovic F.,134.0,103.0,411.0,551.0,2.0,1.0,2.0,1.72,2.01,1.77,27.0,15.0,12.0,22.64
16309,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Johnson S.,Granollers M.,44.0,53.0,971.0,895.0,2.0,0.0,1.3,3.4,1.33,3.23,17.0,12.0,5.0,22.24
16310,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Bolelli S.,Bellucci T.,49.0,85.0,919.0,601.0,2.0,1.0,1.4,2.75,1.41,2.79,31.0,18.0,13.0,24.31
16311,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Sock J.,Lu Y.H.,58.0,59.0,851.0,820.0,2.0,1.0,2.75,1.4,2.69,1.45,33.0,19.0,14.0,22.34
16312,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Haase R.,Bolt A.,104.0,164.0,545.0,308.0,2.0,0.0,1.44,2.62,1.58,2.34,18.0,12.0,6.0,25.32
16313,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Jaziri M.,Ito T.,88.0,87.0,590.0,593.0,2.0,0.0,1.72,2.0,1.8,1.98,19.0,13.0,6.0,23.0
16314,19,Indian Wells,BNP Paribas Open,2015-03-13,Masters 1000,Outdoor,Hard,1st Round,Schwartzman D.,Janowicz J.,63.0,51.0,780.0,905.0,2.0,1.0,3.75,1.25,3.56,1.28,32.0,16.0,16.0,24.48
16315,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,1st Round,Istomin D.,Krajicek A.,65.0,141.0,770.0,389.0,2.0,0.0,1.36,3.0,1.38,2.95,23.0,13.0,10.0,25.07
16316,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,1st Round,Hanescu V.,Youzhny M.,146.0,64.0,375.0,770.0,2.0,0.0,2.37,1.53,2.37,1.56,19.0,12.0,7.0,23.07
16317,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,1st Round,Golubev A.,Brown D.,92.0,102.0,576.0,553.0,2.0,1.0,2.1,1.66,2.04,1.74,35.0,19.0,16.0,24.76
16318,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,1st Round,Kyrgios N.,Kudla D.,37.0,131.0,1135.0,431.0,2.0,0.0,1.36,3.0,1.37,3.0,22.0,13.0,9.0,22.82
16319,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Anderson K.,Delbonis F.,17.0,83.0,2005.0,611.0,2.0,0.0,1.16,5.0,1.17,4.83,22.0,13.0,9.0,23.72
16320,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Kohlschreiber P.,Smyczek T.,29.0,82.0,1325.0,613.0,2.0,0.0,1.57,2.25,1.62,2.23,16.0,12.0,4.0,23.4
16321,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Verdasco F.,Duckworth J.,31.0,106.0,1225.0,533.0,2.0,0.0,1.28,3.5,1.31,3.32,21.0,13.0,8.0,23.88
16322,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Monaco J.,Cilic M.,48.0,10.0,920.0,3450.0,2.0,0.0,2.2,1.61,2.33,1.59,20.0,12.0,8.0,23.42
16323,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Nishikori K.,Harrison R.,5.0,110.0,5415.0,499.0,2.0,0.0,1.14,5.5,1.14,5.3,20.0,12.0,8.0,23.88
16324,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Kokkinakis T.,Garcia Lopez G.,124.0,26.0,448.0,1405.0,2.0,1.0,2.2,1.61,2.17,1.66,33.0,18.0,15.0,23.4
16325,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Gulbis E.,Gimeno Traver D.,15.0,94.0,2045.0,565.0,2.0,0.0,1.36,3.0,1.38,2.96,17.0,12.0,5.0,23.36
16326,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Cuevas P.,Nieminen J.,23.0,70.0,1512.0,693.0,2.0,1.0,1.72,2.0,1.81,1.95,28.0,17.0,11.0,23.48
16327,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Murray A.,Pospisil V.,4.0,62.0,5425.0,785.0,2.0,0.0,1.12,6.0,1.13,5.6,16.0,12.0,4.0,24.51
16328,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Mannarino A.,Fognini F.,38.0,22.0,1113.0,1540.0,2.0,0.0,1.53,2.37,1.52,2.48,22.0,13.0,9.0,22.58
16329,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Ramos Vinolas A.,Benneteau J.,68.0,28.0,730.0,1335.0,2.0,0.0,2.5,1.5,2.41,1.54,17.0,12.0,5.0,23.26
16330,19,Indian Wells,BNP Paribas Open,2015-03-14,Masters 1000,Outdoor,Hard,2nd Round,Lopez F.,Roger Vasselin E.,12.0,145.0,2325.0,375.0,2.0,1.0,1.5,2.5,1.54,2.42,33.0,18.0,15.0,24.42
16331,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Isner J.,Melzer J.,20.0,86.0,1720.0,594.0,2.0,0.0,1.36,3.0,1.36,3.06,19.0,12.0,7.0,22.94
16332,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Ferrer D.,Dodig I.,8.0,96.0,4535.0,560.0,2.0,1.0,1.16,5.0,1.18,4.61,30.0,17.0,13.0,23.21
16333,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Tomic B.,Coric B.,35.0,60.0,1150.0,796.0,2.0,0.0,1.5,2.5,1.55,2.39,19.0,12.0,7.0,23.77
16334,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Djokovic N.,Baghdatis M.,1.0,61.0,13205.0,788.0,2.0,0.0,1.02,17.0,1.02,14.1,16.0,12.0,4.0,23.57
16335,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Young D.,Chardy J.,47.0,34.0,929.0,1150.0,2.0,0.0,1.72,2.0,1.78,1.99,18.0,12.0,6.0,23.57
16336,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Dolgopolov O.,Giraldo S.,41.0,32.0,1075.0,1210.0,2.0,0.0,1.2,4.33,1.23,4.05,20.0,13.0,7.0,22.58
16337,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Rosol L.,Klizan M.,30.0,42.0,1230.0,1060.0,2.0,1.0,2.75,1.4,2.57,1.48,25.0,16.0,9.0,23.36
16338,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Bautista R.,Istomin D.,16.0,65.0,2020.0,770.0,2.0,0.0,1.3,3.4,1.32,3.26,19.0,12.0,7.0,23.36
16339,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Dimitrov G.,Kyrgios N.,11.0,37.0,3055.0,1135.0,2.0,1.0,1.4,2.75,1.45,2.69,35.0,17.0,18.0,24.76
16340,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Raonic M.,Bolelli S.,6.0,49.0,4980.0,919.0,2.0,0.0,1.2,4.33,1.21,4.26,19.0,12.0,7.0,22.7
16341,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Seppi A.,Hanescu V.,33.0,146.0,1185.0,375.0,2.0,0.0,1.36,3.0,1.37,2.98,20.0,12.0,8.0,23.3
16342,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Sock J.,Muller G.,58.0,36.0,851.0,1146.0,2.0,1.0,2.37,1.53,2.38,1.56,31.0,16.0,15.0,24.34
16343,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Haase R.,Wawrinka S.,104.0,7.0,545.0,4595.0,2.0,1.0,10.0,1.05,8.42,1.06,27.0,15.0,12.0,23.79
16344,19,Indian Wells,BNP Paribas Open,2015-03-15,Masters 1000,Outdoor,Hard,2nd Round,Federer R.,Schwartzman D.,2.0,63.0,9205.0,780.0,2.0,0.0,1.01,23.0,1.02,16.65,18.0,12.0,6.0,22.3
16345,19,Indian Wells,BNP Paribas Open,2015-03-16,Masters 1000,Outdoor,Hard,2nd Round,Johnson S.,Karlovic I.,44.0,24.0,971.0,1500.0,2.0,0.0,2.1,1.66,2.07,1.72,22.0,13.0,9.0,26.56
16346,19,Indian Wells,BNP Paribas Open,2015-03-16,Masters 1000,Outdoor,Hard,2nd Round,Robredo T.,Golubev A.,19.0,92.0,1755.0,576.0,2.0,1.0,1.25,3.75,1.25,3.85,33.0,18.0,15.0,22.77
16347,19,Indian Wells,BNP Paribas Open,2015-03-16,Masters 1000,Outdoor,Hard,2nd Round,Nadal R.,Sijsling I.,3.0,134.0,5675.0,411.0,2.0,0.0,1.03,15.0,1.04,10.82,18.0,12.0,6.0,23.64
16348,19,Indian Wells,BNP Paribas Open,2015-03-16,Masters 1000,Outdoor,Hard,2nd Round,Berdych T.,Stakhovsky S.,9.0,50.0,4340.0,919.0,2.0,0.0,1.1,7.0,1.1,6.73,17.0,12.0,5.0,23.54
16349,19,Indian Wells,BNP Paribas Open,2015-03-16,Masters 1000,Outdoor,Hard,2nd Round,Simon G.,Jaziri M.,14.0,88.0,2050.0,590.0,2.0,1.0,1.18,4.5,1.19,4.49,27.0,16.0,11.0,22.85
16350,19,Indian Wells,BNP Paribas Open,2015-03-16,Masters 1000,Outdoor,Hard,3rd Round,Mannarino A.,Gulbis E.,38.0,15.0,1113.0,2045.0,2.0,0.0,2.0,1.72,2.02,1.76,20.0,12.0,8.0,23.31
16351,19,Indian Wells,BNP Paribas Open,2015-03-16,Masters 1000,Outdoor,Hard,3rd Round,Murray A.,Kohlschreiber P.,4.0,29.0,5425.0,1325.0,2.0,1.0,1.12,6.0,1.13,5.76,23.0,15.0,8.0,23.26
16352,19,Indian Wells,BNP Paribas Open,2015-03-16,Masters 1000,Outdoor,Hard,3rd Round,Nishikori K.,Verdasco F.,5.0,31.0,5415.0,1225.0,2.0,1.0,1.25,3.75,1.28,3.61,30.0,18.0,12.0,23.81
16353,19,Indian Wells,BNP Paribas Open,2015-03-16,Masters 1000,Outdoor,Hard,3rd Round,Kokkinakis T.,Monaco J.,124.0,48.0,448.0,920.0,2.0,1.0,2.0,1.72,2.03,1.75,33.0,18.0,15.0,22.93
16354,19,Indian Wells,BNP Paribas Open,2015-03-16,Masters 1000,Outdoor,Hard,3rd Round,Isner J.,Anderson K.,20.0,17.0,1720.0,2005.0,2.0,0.0,1.72,2.0,1.77,2.0,21.0,13.0,8.0,24.44
16355,19,Indian Wells,BNP Paribas Open,2015-03-17,Masters 1000,Outdoor,Hard,3rd Round,Tomic B.,Ferrer D.,35.0,8.0,1150.0,4535.0,2.0,0.0,3.0,1.36,2.98,1.38,22.0,13.0,9.0,22.26
16356,19,Indian Wells,BNP Paribas Open,2015-03-17,Masters 1000,Outdoor,Hard,3rd Round,Djokovic N.,Ramos Vinolas A.,1.0,68.0,13205.0,730.0,2.0,0.0,1.01,26.0,1.01,19.13,21.0,13.0,8.0,23.7
16357,19,Indian Wells,BNP Paribas Open,2015-03-17,Masters 1000,Outdoor,Hard,3rd Round,Lopez F.,Cuevas P.,12.0,23.0,2325.0,1512.0,2.0,1.0,1.66,2.1,1.7,2.12,27.0,16.0,11.0,23.86
16358,19,Indian Wells,BNP Paribas Open,2015-03-17,Masters 1000,Outdoor,Hard,3rd Round,Berdych T.,Johnson S.,9.0,44.0,4340.0,971.0,2.0,0.0,1.14,5.5,1.13,5.53,18.0,12.0,6.0,23.76
16359,19,Indian Wells,BNP Paribas Open,2015-03-17,Masters 1000,Outdoor,Hard,3rd Round,Rosol L.,Haase R.,30.0,104.0,1230.0,545.0,2.0,1.0,2.1,1.66,2.02,1.77,36.0,19.0,17.0,24.34
16360,19,Indian Wells,BNP Paribas Open,2015-03-17,Masters 1000,Outdoor,Hard,3rd Round,Sock J.,Bautista R.,58.0,16.0,851.0,2020.0,2.0,1.0,3.0,1.36,2.92,1.39,26.0,15.0,11.0,22.83
16361,19,Indian Wells,BNP Paribas Open,2015-03-17,Masters 1000,Outdoor,Hard,3rd Round,Simon G.,Berrer M.,14.0,161.0,2050.0,317.0,2.0,0.0,1.18,4.5,1.2,4.36,20.0,13.0,7.0,24.22
16362,19,Indian Wells,BNP Paribas Open,2015-03-17,Masters 1000,Outdoor,Hard,3rd Round,Nadal R.,Young D.,3.0,47.0,5675.0,929.0,2.0,0.0,1.1,7.0,1.09,7.05,18.0,12.0,6.0,22.68
16363,19,Indian Wells,BNP Paribas Open,2015-03-17,Masters 1000,Outdoor,Hard,3rd Round,Raonic M.,Dolgopolov O.,6.0,41.0,4980.0,1075.0,2.0,0.0,1.36,3.0,1.39,2.92,23.0,13.0,10.0,23.17
16364,19,Indian Wells,BNP Paribas Open,2015-03-18,Masters 1000,Outdoor,Hard,3rd Round,Robredo T.,Dimitrov G.,19.0,11.0,1755.0,3055.0,2.0,1.0,3.25,1.33,3.09,1.36,29.0,14.0,15.0,24.11
16365,19,Indian Wells,BNP Paribas Open,2015-03-18,Masters 1000,Outdoor,Hard,3rd Round,Federer R.,Seppi A.,2.0,33.0,9205.0,1185.0,2.0,0.0,1.06,10.0,1.06,8.55,19.0,12.0,7.0,23.49
16366,19,Indian Wells,BNP Paribas Open,2015-03-18,Masters 1000,Outdoor,Hard,4th Round,Lopez F.,Nishikori K.,12.0,5.0,2325.0,5415.0,2.0,0.0,4.5,1.18,4.73,1.18,23.0,13.0,10.0,22.71
16367,19,Indian Wells,BNP Paribas Open,2015-03-18,Masters 1000,Outdoor,Hard,4th Round,Murray A.,Mannarino A.,4.0,38.0,5425.0,1113.0,2.0,0.0,1.08,8.0,1.09,7.05,18.0,12.0,6.0,23.04
16368,19,Indian Wells,BNP Paribas Open,2015-03-18,Masters 1000,Outdoor,Hard,4th Round,Berdych T.,Rosol L.,9.0,30.0,4340.0,1230.0,2.0,1.0,1.05,11.0,1.05,9.38,28.0,16.0,12.0,23.18
16369,19,Indian Wells,BNP Paribas Open,2015-03-18,Masters 1000,Outdoor,Hard,4th Round,Raonic M.,Robredo T.,6.0,19.0,4980.0,1755.0,2.0,0.0,1.18,4.5,1.23,4.0,17.0,12.0,5.0,22.72
16370,19,Indian Wells,BNP Paribas Open,2015-03-18,Masters 1000,Outdoor,Hard,4th Round,Nadal R.,Simon G.,3.0,14.0,5675.0,2050.0,2.0,0.0,1.18,4.5,1.2,4.39,18.0,12.0,6.0,23.05
16371,19,Indian Wells,BNP Paribas Open,2015-03-18,Masters 1000,Outdoor,Hard,4th Round,Tomic B.,Kokkinakis T.,35.0,124.0,1150.0,448.0,2.0,1.0,1.33,3.25,1.33,3.22,30.0,16.0,14.0,24.38
16372,19,Indian Wells,BNP Paribas Open,2015-03-19,Masters 1000,Outdoor,Hard,4th Round,Federer R.,Sock J.,2.0,58.0,9205.0,851.0,2.0,0.0,1.06,10.0,1.07,8.57,17.0,12.0,5.0,24.15
16373,19,Indian Wells,BNP Paribas Open,2015-03-19,Masters 1000,Outdoor,Hard,4th Round,Djokovic N.,Isner J.,1.0,20.0,13205.0,1720.0,2.0,0.0,1.1,7.0,1.12,6.18,23.0,13.0,10.0,26.66
16374,19,Indian Wells,BNP Paribas Open,2015-03-19,Masters 1000,Outdoor,Hard,Quarterfinals,Murray A.,Lopez F.,4.0,12.0,5425.0,2325.0,2.0,0.0,1.11,6.5,1.12,6.0,19.0,12.0,7.0,24.76
16375,19,Indian Wells,BNP Paribas Open,2015-03-20,Masters 1000,Outdoor,Hard,Quarterfinals,Federer R.,Berdych T.,2.0,9.0,9205.0,4340.0,2.0,0.0,1.4,3.0,1.38,3.02,16.0,12.0,4.0,22.7
16376,19,Indian Wells,BNP Paribas Open,2015-03-20,Masters 1000,Outdoor,Hard,Quarterfinals,Raonic M.,Nadal R.,6.0,3.0,4980.0,5675.0,2.0,1.0,2.62,1.5,2.53,1.52,35.0,18.0,17.0,21.28
16377,19,Indian Wells,BNP Paribas Open,2015-03-21,Masters 1000,Outdoor,Hard,Semifinals,Djokovic N.,Murray A.,1.0,4.0,13205.0,5425.0,2.0,0.0,1.3,3.5,1.31,3.44,17.0,12.0,5.0,22.44
16378,19,Indian Wells,BNP Paribas Open,2015-03-21,Masters 1000,Outdoor,Hard,Semifinals,Federer R.,Raonic M.,2.0,6.0,9205.0,4980.0,2.0,0.0,1.28,3.75,1.29,3.59,22.0,13.0,9.0,24.09
16379,19,Indian Wells,BNP Paribas Open,2015-03-22,Masters 1000,Outdoor,Hard,The Final,Djokovic N.,Federer R.,1.0,2.0,13205.0,9205.0,2.0,1.0,1.5,2.62,1.49,2.6,30.0,18.0,12.0,22.8
16380,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Berlocq C.,Kokkinakis T.,68.0,108.0,740.0,528.0,2.0,1.0,3.4,1.3,3.43,1.3,27.0,15.0,12.0,24.38
16381,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Struff J.L.,Becker B.,72.0,40.0,671.0,1078.0,2.0,1.0,2.1,1.66,2.03,1.75,32.0,16.0,16.0,22.79
16382,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Chung H.,Granollers M.,121.0,50.0,466.0,905.0,2.0,1.0,2.25,1.57,2.3,1.6,26.0,16.0,10.0,22.24
16383,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Sock J.,Soeda G.,45.0,94.0,941.0,574.0,2.0,0.0,1.18,4.5,1.17,4.88,19.0,12.0,7.0,22.45
16384,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Duckworth J.,Dzumhur D.,97.0,92.0,567.0,580.0,2.0,1.0,1.53,2.37,1.56,2.38,27.0,15.0,12.0,23.05
16385,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Almagro N.,Stakhovsky S.,74.0,51.0,665.0,894.0,2.0,1.0,1.61,2.2,1.66,2.17,32.0,18.0,14.0,23.54
16386,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Haase R.,Edmund K.,98.0,144.0,565.0,385.0,2.0,0.0,1.53,2.37,1.51,2.52,16.0,12.0,4.0,23.66
16387,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Nieminen J.,Matosevic M.,71.0,76.0,673.0,652.0,2.0,0.0,1.66,2.1,1.72,2.09,18.0,12.0,6.0,22.69
16388,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Ramos Vinolas A.,Sousa J.,67.0,53.0,755.0,887.0,2.0,0.0,1.83,1.83,1.83,1.92,16.0,12.0,4.0,23.77
16389,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Smyczek T.,Menendez Maceiras A.,75.0,126.0,663.0,438.0,2.0,1.0,1.28,3.5,1.26,3.74,29.0,16.0,13.0,24.55
16390,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Thiem D.,Schwartzman D.,52.0,61.0,891.0,797.0,2.0,0.0,1.4,2.75,1.45,2.66,25.0,14.0,11.0,22.3
16391,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Krajicek A.,Istomin D.,146.0,63.0,381.0,785.0,2.0,0.0,2.75,1.4,2.79,1.42,20.0,12.0,8.0,23.36
16392,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Monaco J.,Bemelmans R.,46.0,134.0,940.0,422.0,2.0,1.0,1.28,3.5,1.29,3.49,35.0,19.0,16.0,23.96
16393,20,Miami,Sony Ericsson Open,2015-03-25,Masters 1000,Outdoor,Hard,1st Round,Querrey S.,Estrella Burgos V.,42.0,55.0,1040.0,859.0,2.0,0.0,1.28,3.5,1.29,3.5,19.0,12.0,7.0,23.44
16394,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Youzhny M.,Golubev A.,64.0,89.0,780.0,591.0,2.0,1.0,1.57,2.25,1.59,2.31,27.0,16.0,11.0,22.77
16395,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Falla A.,Berrer M.,133.0,164.0,425.0,318.0,2.0,1.0,2.1,1.66,2.06,1.73,33.0,18.0,15.0,24.22
16396,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Gabashvili T.,Andujar P.,80.0,66.0,621.0,760.0,2.0,1.0,1.72,2.0,1.76,2.02,28.0,13.0,15.0,22.08
16397,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Kukushkin M.,Johnson S.,57.0,43.0,852.0,986.0,2.0,1.0,3.0,1.36,3.03,1.36,27.0,15.0,12.0,23.76
16398,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Klizan M.,Lorenzi P.,41.0,87.0,1065.0,595.0,2.0,0.0,1.28,3.5,1.31,3.31,19.0,12.0,7.0,22.58
16399,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Bolelli S.,Baghdatis M.,47.0,58.0,926.0,838.0,2.0,0.0,2.0,1.72,1.94,1.82,16.0,12.0,4.0,23.57
16400,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Coric B.,Haider Maurer A.,59.0,56.0,837.0,858.0,2.0,1.0,1.36,3.0,1.33,3.22,29.0,14.0,15.0,23.26
16401,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Zverev A.,Groth S.,129.0,69.0,432.0,701.0,2.0,1.0,1.66,2.1,1.76,2.01,35.0,19.0,16.0,25.93
16402,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Pospisil V.,Del Potro J.M.,60.0,77.0,800.0,650.0,2.0,0.0,1.9,1.8,1.94,1.82,23.0,13.0,10.0,22.61
16403,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Janowicz J.,Roger Vasselin E.,49.0,140.0,905.0,391.0,2.0,0.0,1.57,2.25,1.65,2.2,18.0,12.0,6.0,24.42
16404,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Darcis S.,Jaziri M.,84.0,82.0,603.0,607.0,2.0,1.0,1.44,2.62,1.45,2.66,32.0,16.0,16.0,22.85
16405,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Dolgopolov O.,Berankis R.,65.0,78.0,760.0,630.0,2.0,0.0,1.18,4.5,1.21,4.29,17.0,12.0,5.0,24.43
16406,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Delbonis F.,Vesely J.,77.0,48.0,650.0,923.0,2.0,1.0,2.5,1.5,2.5,1.51,34.0,17.0,17.0,23.69
16407,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Melzer J.,Harrison R.,79.0,119.0,626.0,474.0,2.0,0.0,2.62,1.44,2.7,1.44,22.0,13.0,9.0,23.88
16408,20,Miami,Sony Ericsson Open,2015-03-26,Masters 1000,Outdoor,Hard,1st Round,Rublev A.,Carreno Busta P.,389.0,54.0,111.0,866.0,2.0,1.0,2.75,1.4,2.87,1.4,24.0,13.0,11.0,23.06
16409,20,Miami,Sony Ericsson Open,2015-03-27,Masters 1000,Outdoor,Hard,1st Round,Bellucci T.,Hewitt L.,81.0,107.0,611.0,530.0,2.0,1.0,1.72,2.0,1.76,2.01,35.0,19.0,16.0,23.46
16410,20,Miami,Sony Ericsson Open,2015-03-27,Masters 1000,Outdoor,Hard,2nd Round,Berdych T.,Chung H.,9.0,121.0,4510.0,466.0,2.0,0.0,1.03,15.0,1.03,12.2,19.0,12.0,7.0,22.17
16411,20,Miami,Sony Ericsson Open,2015-03-27,Masters 1000,Outdoor,Hard,2nd Round,Tomic B.,Krajicek A.,29.0,146.0,1330.0,381.0,2.0,0.0,1.3,3.4,1.3,3.39,25.0,14.0,11.0,25.07
16412,20,Miami,Sony Ericsson Open,2015-03-27,Masters 1000,Outdoor,Hard,2nd Round,Anderson K.,Querrey S.,17.0,42.0,1870.0,1040.0,2.0,1.0,1.57,2.25,1.67,2.16,36.0,19.0,17.0,24.66
16413,20,Miami,Sony Ericsson Open,2015-03-27,Masters 1000,Outdoor,Hard,2nd Round,Garcia Lopez G.,Struff J.L.,25.0,72.0,1415.0,671.0,2.0,0.0,1.5,2.5,1.56,2.38,20.0,12.0,8.0,23.71
16414,20,Miami,Sony Ericsson Open,2015-03-27,Masters 1000,Outdoor,Hard,2nd Round,Murray A.,Young D.,4.0,44.0,5695.0,964.0,2.0,0.0,1.08,8.0,1.07,7.81,18.0,12.0,6.0,22.68
